index,title,organ,organismId,sex,lifestage
KE 2126,Estrogen receptor alpha inactivation,,Not specified,['Not specified'],['Not specified']
KE 2130,increased lipid accumulation,,Not specified,['Not specified'],['Not specified']
KE 2132,Increased pro-inflammatory cytokine expression,,Not specified,['Not specified'],['Not specified']
KE 2134,"Increase, Androgen receptor protein expression/abundance",,Not specified,['Not specified'],['Not specified']
KE 2136,prostatic intraepithelial neoplasia,,Not specified,['Not specified'],['Not specified']
KE 2135,Prostate cancer,,Not specified,['Not specified'],['Not specified']
KE 2137,"Increase, Gonadotropins concentration in plasma",,Not specified,['Not specified'],['Not specified']
KE 2139,"Reduction, the ratio of 17beta-estradiol/11-Keto Testosterone in plasma",,Not specified,['Not specified'],['Not specified']
KE 2144,Impaired insulin signaling,,Not specified,['Not specified'],['Not specified']
KE 2145,Metabolic syndrome,,Not specified,['Not specified'],['Not specified']
KE 2148,Increased LCN2/iron complex  binds to SLC22A17 receptor in neuron,,Not specified,['Not specified'],['Not specified']
KE 2149,Increased intracelluar Iron accumulation,,Not specified,['Not specified'],['Not specified']
KE 2146,"Activation of mitogen-activated protein kinase kinase, extracellular signal-regulated kinase 1/2",brain,10116,['Mixed'],['Adult']
KE 2146,"Activation of mitogen-activated protein kinase kinase, extracellular signal-regulated kinase 1/2",brain,10090,['Mixed'],['Adult']
KE 2146,"Activation of mitogen-activated protein kinase kinase, extracellular signal-regulated kinase 1/2",brain,9606,['Mixed'],['Adult']
KE 2152,Epigenetic modification process,,40674,['Female'],['All life stages']
KE 2153,"Expression of factors ruling proliferation, modified",,131567,['Not specified'],['All life stages']
KE 2154,Uterine adenocarcinoma (endometrioid adenocarcinoma Type I),,40674,['Female'],['Not specified']
KE 2155,Inhibition of Sulfotransferase E1 (SULT1E1),organ,7742,['Unspecific'],['All life stages']
KE 2155,Inhibition of Sulfotransferase E1 (SULT1E1),organ,50557,['Unspecific'],['All life stages']
KE 2251,"Estradiol availability, increased",uterus,40674,"['Male', 'Female']","['Adult', 'Adult, reproductively mature', 'Old Age']"
KE 2158,Influenza A Virus (IAV) binds sialic acid glycan receptor,respiratory tract epithelium,9606,['Mixed'],"['Adult, reproductively mature', 'During development and at adulthood']"
KE 2158,Influenza A Virus (IAV) binds sialic acid glycan receptor,respiratory tract epithelium,9031,['Mixed'],"['Adult, reproductively mature', 'During development and at adulthood']"
KE 2158,Influenza A Virus (IAV) binds sialic acid glycan receptor,respiratory tract epithelium,9823,['Mixed'],"['Adult, reproductively mature', 'During development and at adulthood']"
KE 2158,Influenza A Virus (IAV) binds sialic acid glycan receptor,respiratory tract epithelium,10090,['Mixed'],"['Adult, reproductively mature', 'During development and at adulthood']"
KE 2158,Influenza A Virus (IAV) binds sialic acid glycan receptor,respiratory tract epithelium,9685,['Mixed'],"['Adult, reproductively mature', 'During development and at adulthood']"
KE 2158,Influenza A Virus (IAV) binds sialic acid glycan receptor,respiratory tract epithelium,9615,['Mixed'],"['Adult, reproductively mature', 'During development and at adulthood']"
KE 2158,Influenza A Virus (IAV) binds sialic acid glycan receptor,respiratory tract epithelium,9669,['Mixed'],"['Adult, reproductively mature', 'During development and at adulthood']"
KE 2158,Influenza A Virus (IAV) binds sialic acid glycan receptor,respiratory tract epithelium,10036,['Mixed'],"['Adult, reproductively mature', 'During development and at adulthood']"
KE 2158,Influenza A Virus (IAV) binds sialic acid glycan receptor,respiratory tract epithelium,10141,['Mixed'],"['Adult, reproductively mature', 'During development and at adulthood']"
KE 2158,Influenza A Virus (IAV) binds sialic acid glycan receptor,respiratory tract epithelium,9544,['Mixed'],"['Adult, reproductively mature', 'During development and at adulthood']"
KE 2159,Influenza A virus (IAV) cell entry,respiratory tract,9606,['Unspecific'],['All life stages']
KE 2159,Influenza A virus (IAV) cell entry,respiratory tract,9615,['Unspecific'],['All life stages']
KE 2180,Immune mechanisms antagonized by viral proteins,respiratory tract,9606,['Unspecific'],"['Adult, reproductively mature']"
KE 2180,Immune mechanisms antagonized by viral proteins,respiratory tract,9606,['Unspecific'],"['Adult, reproductively mature']"
KE 2192,Influenza A Virus production increased,respiratory tract,Not specified,['Not specified'],['Not specified']
KE 2193,Influenza A Virus (IAV) budding,respiratory tract,Not specified,['Not specified'],['Not specified']
KE 2194,Influenza A Virus (IAV) shedding and transmission,,Not specified,['Not specified'],['Not specified']
KE 1928,increased，Vascular endothelial dysfunction,,Not specified,['Not specified'],['Not specified']
KE 2161,"Increase, Vascular disrupting effects",,Not specified,['Not specified'],['Not specified']
KE 2181,Angiogenesis dysfunction,,Not specified,['Not specified'],['Not specified']
KE 2162,"Activation, HIF1α",,Not specified,['Not specified'],['Not specified']
KE 2163,Activation Sema6A,,Not specified,['Not specified'],['Not specified']
KE 2164,"Activation, Dll4-Notch pathway",,Not specified,['Not specified'],['Not specified']
KE 2165,Activation of PPAR,,Not specified,['Not specified'],['Not specified']
KE 2166,Abnormal expression of NO,,Not specified,['Not specified'],['Not specified']
KE 2167,Activation of MMP-2 MMP-9,,Not specified,['Not specified'],['Not specified']
KE 2168,Activation of angiopoietin like protein 4,,Not specified,['Not specified'],['Not specified']
KE 2169,Activation of Angiogenic cytokines,,Not specified,['Not specified'],['Not specified']
KE 257,"Increase, Excessive reactive Oxygen Species",,Not specified,['Not specified'],['Not specified']
KE 2170,Activated ANG/Tie2 pathway,,Not specified,['Not specified'],['Not specified']
KE 2171,Activated BMP/TGF-beta pathway,,Not specified,['Not specified'],['Not specified']
KE 2172,Activated Wnt/Frizzled pathway,,Not specified,['Not specified'],['Not specified']
KE 2173,Activated AKT/ERK/PI3K pathway,,Not specified,['Not specified'],['Not specified']
KE 2174,Inhibition VEGF/VEGFR pathway,,Not specified,['Not specified'],['Not specified']
KE 2178,Vascular barrier disruption,,Not specified,['Not specified'],['Not specified']
KE 2179,Impaired Platelet Aggregation,,Not specified,['Not specified'],['Not specified']
KE 2199,"Increased, Expression of LXR activated genes",,7742,['Unspecific'],"['Adult', 'Juvenile']"
KE 2282,Cardiac ion channels blockade,,Not specified,['Not specified'],['Not specified']
KE 2283,Increased the early premature depolarizations during repolarization,,Not specified,['Not specified'],['Not specified']
KE 1929,Increased incidence of cardiovascular morbidity and mortality in the general population,,Not specified,['Not specified'],['Not specified']
KE 2201,"Agonism, Retinoic acid receptor",,Not specified,['Not specified'],['During brain development']
KE 2202,Altered expression of cell cycle genes,,Not specified,['Not specified'],['Not specified']
KE 2203,Decreased proliferation of cortical neural progenitor cells,,9606,['Not specified'],['Not specified']
KE 2204,Altered brain morphology,,Not specified,['Not specified'],['Not specified']
KE 2205,"Increased, essential element imbalance",testis,39108,"['Male', 'Unspecific']","['Adult', 'All life stages']"
KE 2206,"Increased, histomorphological alteration of testis",testis,39108,['Male'],['Adult']
KE 2207,"inhibition, EKR1/2 signaling pathway",,Not specified,['Not specified'],['Not specified']
KE 2208,"Aberrant, synaptic formation and plasticity",,Not specified,['Not specified'],['Not specified']
KE 2209,autism-like behavior,,Not specified,['Not specified'],['Not specified']
KE 2210,Reduced cortical thickness,,Not specified,['Not specified'],['Not specified']
KE 2252,"Human leukocyte antigen DQ2/8-gluten complexes, formation",duodenum,9606,['Unspecific'],['All life stages']
KE 2253,"Gluten-reactive T cell receptors, generation",thymus,9606,['Unspecific'],['During development and at adulthood']
KE 2254,"Gluten-reactive and transglutaminase 2 reactive B cell receptors, generation",bone marrow,9606,['Unspecific'],['All life stages']
KE 2255,"Innate immune response, activation",small intestine,Not specified,['Not specified'],['Not specified']
KE 2256,"Gluten-reactive B cells and transglutaminase 2-reactive B cells, activation",duodenum,9606,['Unspecific'],['All life stages']
KE 2257,Celiac disease,,9606,['Unspecific'],['All life stages']
KE 2260,"Gluten-reactive CD4+ T cells, activation",duodenum,9606,['Unspecific'],['All life stages']
KE 2275,"Gluten reactive adaptive T-cells with antigen presenting cells, co-localization",duodenum lamina propria,9606,['Unspecific'],['All life stages']
KE 2216,Binding of antagonist to thyroid hormone receptor,,Not specified,['Not specified'],['Not specified']
KE 2217,Binding of antagonist to glucocorticoid hormone receptor,,Not specified,['Not specified'],['Not specified']
KE 2218,Binding of (ant)agonist to liver X receptor,,Not specified,['Not specified'],['Not specified']
KE 2219,Binding of (ant)agonist to peroxisome proliferator–activated receptor alpha,,Not specified,['Not specified'],['Not specified']
KE 2220,"Antagonism, Glucocorticoid hormone receptor",,Not specified,['Not specified'],['Not specified']
KE 2221,Altered Liver X receptor activity,,Not specified,['Not specified'],['Not specified']
KE 2222,Altered peroxisome proliferator–activated receptor alpha activity,,Not specified,['Not specified'],['Not specified']
KE 2223,Reduced number of oligodendrocytes,,Not specified,['Not specified'],['Not specified']
KE 2212,Epididymal agenesis,epididymis,7742,['Male'],['During development and at adulthood']
KE 2213,"Impaired, urethral tube closure",,7742,['Unspecific'],['During development and at adulthood']
KE 2214,"Decreased, Insulin-like peptide 3 (INSL3)",,40674,['Unspecific'],['Development']
KE 2224,Dysregulation of transcriptional expression within PPAR signaling network,liver,7742,"['Male', 'Female']","['Embryo', 'Juvenile', 'Adult, reproductively mature']"
KE 2225,Disrupted Lipid Storage,liver,7742,"['Male', 'Female']","['Embryo', 'Juvenile', 'Adult, reproductively mature']"
KE 2226,Stressor binding PPAR isoforms,liver,7742,"['Male', 'Female']","['Embryo', 'Juvenile', 'Adult, reproductively mature']"
KE 2227,Disrupted PPAR isoform nuclear signaling,liver,7742,"['Male', 'Female']","['Embryo', 'Juvenile', 'Adult, reproductively mature']"
KE 2228,Cerebellar gene expression. Altered,,Not specified,['Not specified'],['Not specified']
KE 2229,Cerebellar neuronal differentiation. Decreased,,Not specified,['Not specified'],['Not specified']
KE 2230,Cerebellar hypoplasia,,Not specified,['Not specified'],['Not specified']
KE 2231,Locomotor function. Impaired,,Not specified,['Not specified'],['Not specified']
KE 2232,"Antagonism, Retinoic acid receptors",,Not specified,['Not specified'],['Not specified']
KE 1553,Increase mutations,,Not specified,['Not specified'],['Not specified']
KE 2233,"Decreased, ERαβ heterodimers",,Not specified,['Not specified'],['Not specified']
KE 2240,The NO synthase pathway activation,,Not specified,['Not specified'],['Not specified']
KE 2241,Ferroptosis related pathways activation,,Not specified,['Not specified'],['Not specified']
KE 2236,"Decreased, Sodium uptake in gills",,7955,['Unspecific'],"['Juvenile', 'Adult']"
KE 2237,"Decreased, Plasma sodium concentrations",,33208,['Unspecific'],['All life stages']
KE 2238,"Increased, Blood viscosity",,33208,['Unspecific'],['All life stages']
KE 2239,"Increased, Cardiac stress",,33208,['Unspecific'],['All life stages']
KE 2261,"Decreased, blood plasma volume",,33208,['Unspecific'],['All life stages']
KE 2262,"Neuropathy target esterase, inhibited",nervous system,Not specified,['Unspecific'],['Not specified']
KE 2263,"Lysolecithin, increased",,9606,['Unspecific'],['Not specified']
KE 2264,"Lysolecithin cell membrane integration, increased",,9606,['Unspecific'],['Not specified']
KE 2265,"Oligodendrocyte death, increased",nervous system,9606,['Unspecific'],['Not specified']
KE 2266,"Demyelination, increased",nervous system,9606,['Unspecific'],['Not specified']
KE 2267,"Delayed neuropathy, increased",,9606,['Unspecific'],['Not specified']
KE 2268,"Decreased, insulin-induced gene 1 (INSIG1) protein activity",,40674,['Unspecific'],['All life stages']
KE 2269,"Increased, Sterol Regulatory Element Binding Protein 2 (SREBP2) protein expression",,40674,['Unspecific'],['All life stages']
KE 2270,"Increased, cholesterol synthesis enzymes",,40674,['Unspecific'],['All life stages']
KE 2271,"Increased, plasma low-density lipoprotein (LDL) cholesterol",blood plasma,40674,['Unspecific'],['All life stages']
KE 2274,"Androgen receptor activation, increased",,40674,['Mixed'],['During development and at adulthood']
KE 2276,"Increased, protein expression of proprotein convertase subtilisin/kexin type 9 (PCSK9)",,40674,['Unspecific'],['All life stages']
KE 2277,"Inhibition, aromatase activity in plasma",,Not specified,['Not specified'],['Not specified']
KE 2278,Increased LMNA Mutation,,9606,['Mixed'],['Conception to < Fetal']
KE 2279,Structural changes in lamin A/C,,Not specified,['Not specified'],['Not specified']
KE 2066,Altered Signaling Pathways,,9606,['Unspecific'],['All life stages']
KE 2066,Altered Signaling Pathways,,10116,['Unspecific'],['All life stages']
KE 2066,Altered Signaling Pathways,,10090,['Unspecific'],['All life stages']
KE 1924,Increased，Cardiac fibrosis,,Not specified,['Not specified'],['Not specified']
KE 2280,Increased delay in heart electrical conduction,,Not specified,['Not specified'],['Not specified']
KE 2281,Increased uncoordinated cardiac contraction,,Not specified,['Not specified'],['Not specified']
KE 2284,Increased Intracellular cAMP Levels,,Not specified,['Not specified'],['Not specified']
KE 2285,Increased the delayed and early afterdepolarizations,,Not specified,['Not specified'],['Not specified']
KE 2287,Impaired Sodium-Calcium Exchange,,Not specified,['Not specified'],['Not specified']
KE 2157,Abnormal Cardiac Structure and Function,,Not specified,['Not specified'],['Not specified']
KE 2288,Phosphodiesterase inhibition,,Not specified,['Not specified'],['Not specified']
KE 2289,Hyperphosphorylation of ryanodine receptor (RyR2),,Not specified,['Not specified'],['Not specified']
KE 2290,Inhibition of Funny current (If),,Not specified,['Not specified'],['Not specified']
KE 2291,Slowed Heart Rate,,9606,['Mixed'],['Conception to < Fetal']
KE 2292,Altered Cardiac Electrical Conduction,,Not specified,['Not specified'],['Not specified']
KE 2293,"Aromatase, induction",gonad,40674,['Unspecific'],['All life stages']
